Math_Score,Statistics_Score,Programming_Score,ML_Score,AI_Score,Project_Score,Study_Hours,Internet_Access,Class_Participation,Parental_Support,Performance_Label
51.31427094893515,56.67119938420224,66.3307348064775,60.66256044379011,61.939198978693156,67.14152480504275,Medium,No,Passive,Weak,Average
65.61998481734703,56.86197006260876,59.41451775759228,62.3046727731335,71.8834264103159,64.55441323816335,Medium,No,Active,Moderate,Average
61.747400680969605,55.594970873323014,63.160557150717274,55.52922731705509,68.46821110973131,54.861686652583685,Low,Yes,Passive,Strong,Average
59.631225405686116,64.7844396802379,67.46952459144678,68.43321608467735,57.3803243496304,72.01543546027821,Medium,Yes,Active,Moderate,Average
66.65050708527436,67.8626689053783,60.144204680506036,64.29190394588628,69.16621050624919,58.12220062228249,Medium,No,Active,Strong,Average
73.88089301484533,62.16248984019155,76.77903174540221,64.1174148704218,52.506408535574266,72.63121358995281,Low,No,Passive,Weak,Average
54.249352030119894,60.37976358744991,66.75026496978059,42.97532692253505,68.82391508895282,55.970832564927655,Low,Yes,Passive,Moderate,Average
64.15890592508488,64.57473548681257,58.19368923356897,63.77434411465554,58.124978952299045,57.41561641872052,High,Yes,Active,Moderate,Average
34.31427737996408,64.25915565688003,67.85396890624125,70.67214024144909,71.59158998537531,76.15083148522447,Medium,Yes,Passive,Weak,Average
51.35464970227363,53.82773315457443,70.17595917955475,62.34820930791931,58.280637577958885,60.52152632473646,High,No,Active,Moderate,Average
52.2472322557282,56.15351306295963,64.70359968222557,65.20914027347648,73.68728826879413,59.678939916796246,Medium,Yes,Active,Weak,Average
60.76593216112603,62.98431477044292,50.4970691664429,71.89789300634398,73.19966433621374,56.33841387943794,Medium,Yes,Active,Weak,Average
55.7982745488312,68.4008552527616,49.595699974289516,60.273850479152905,51.1853432722756,55.28993044215549,High,Yes,Passive,Moderate,Average
74.35175632181614,48.42757150310654,55.45814147246333,45.07755017976375,62.666195839410456,73.68502793542248,Medium,Yes,Passive,Strong,Average
65.07113616502002,61.253779404249364,66.02307842531319,48.600517497118105,58.13409097423486,53.74088072341938,Medium,Yes,Passive,Strong,Average
59.3534839726282,64.4759818157902,51.50289888980628,67.94375616877487,55.10927889200774,65.23808100219202,Low,Yes,Active,Moderate,Average
63.34651407493125,65.53413157475664,62.02910138491846,63.98984600164688,63.7661690203746,61.18721878372659,High,Yes,Active,Weak,Average
65.69150434237268,64.56263472039124,47.92540896514603,65.52509354247137,72.20538242165387,56.51719723501628,Low,Yes,Passive,Moderate,Average
58.89145930594395,62.113832814566834,60.842017015923204,61.64495114488163,55.913974927750644,60.97186522595199,Medium,No,Passive,Moderate,Average
59.07157165321897,58.51547519794127,62.35917879215817,66.66015854028214,64.40477990277283,67.94177577439609,Medium,Yes,Passive,Moderate,Average
53.51321639423971,58.80084927298515,55.698502811239024,70.97726686802504,52.62515446522159,57.4495616248126,Medium,Yes,Passive,Strong,Average
59.7023026258248,49.78071808195112,60.419491346666504,50.99795022874149,58.722237610482985,61.42306227886932,Medium,Yes,Active,Moderate,Average
44.0220720944921,56.157863060624166,69.93384050021113,44.82536206492108,49.91052136301028,65.36600807728856,High,Yes,Passive,Moderate,Average
64.28652105673987,62.32044933176952,80.92260067255944,59.778237655858796,56.71434686275927,50.08820426461767,Low,Yes,Active,Moderate,Average
53.304327451980804,68.80888558531129,63.310436297404905,60.192335811232745,61.397697558419885,61.27842283443617,Low,Yes,Passive,Strong,Average
69.96299923704086,69.80609208992547,69.46316550005443,66.76173498037048,73.20931032953409,73.51221019661699,Low,No,Active,Moderate,Average
68.42961769415918,44.70314870722903,45.04137175634425,57.8452598262666,52.246989018927245,59.360927247175944,Medium,Yes,Active,Strong,Average
49.65760220070871,56.66367381928275,65.61599058510873,54.13921050538971,70.71937840311514,42.11942378899241,Medium,No,Active,Strong,Average
57.50870390878038,74.95086206742528,58.13732128211372,67.81737014655592,61.42151908702578,64.51267502947995,Medium,Yes,Passive,Moderate,Average
74.99736961639178,65.42333167865232,66.22670957160697,65.99454305430335,56.94887799693221,64.4250107402622,High,Yes,Passive,Strong,Average
68.11024804184021,59.78676016804532,59.70309710540984,62.64828863766347,67.50332706608718,58.54195856843579,High,No,Passive,Moderate,Average
70.24031644155666,53.48796723644902,60.96308124330675,77.78492282023869,59.993203235967435,55.14703372966686,Medium,Yes,Passive,Strong,Average
61.026691764295734,61.92923292092827,53.7190892087674,78.138675567434,68.93885396739427,63.23406185190333,High,Yes,Active,Strong,Average
55.827777336916796,54.78365850173403,62.162777947343756,72.94801890596204,61.953358938808115,69.26579852344999,Low,Yes,Passive,Strong,Average
69.79138407955791,55.40134956879133,55.14407270413191,54.09507533776853,53.37157730846104,64.9379160950253,Medium,No,Active,Strong,Average
54.59059104942392,66.31934036873984,55.349141632012035,61.430619824694496,69.99303015645303,69.27320160674982,High,Yes,Passive,Weak,Average
65.68269239053525,50.00801408282857,63.968539568318164,54.402515754911406,57.04823872752881,55.13759506370878,High,No,Active,Moderate,Average
53.14691423823675,59.37562065917974,65.51755436255671,66.79184863156203,64.55654082456394,78.3597379949839,Low,Yes,Active,Moderate,Average
69.64185347834008,57.760422471378895,68.93790715977823,60.85049723451376,62.617010358800734,45.013600636089414,Medium,Yes,Passive,Moderate,Average
58.67015692395971,78.09527294491551,64.24384533204785,74.43362404682456,68.2069146223125,54.59606411905865,Medium,Yes,Active,Strong,Average
65.28599333364028,67.53446976139497,57.0482823017346,79.59099907228492,53.0139944786161,56.636868363018124,High,Yes,Passive,Strong,Average
60.60937249293768,55.88771970820058,52.28577250225451,72.35608359129901,70.84377559763556,51.857727194022765,High,Yes,Active,Moderate,Average
62.22945175918888,62.49810924171137,60.28887834002707,60.44200534035709,68.35982688466733,65.17469240867956,Medium,Yes,Active,Weak,Average
69.32098712630352,69.51012749302005,65.3124371309482,67.23872586195557,63.56549500073825,70.23176282218134,Medium,No,Passive,Moderate,Average
51.51298649909306,71.08795970451324,57.48941400101483,60.83387733551912,68.13086834359149,59.71494239070628,Medium,Yes,Active,Moderate,Average
71.9241924174184,64.84598144626337,56.32940156013235,66.2893999285018,51.13251210427376,62.209589122391066,Medium,Yes,Active,Strong,Average
54.07259713993182,74.74060303607715,55.12951943323967,57.39974439239566,68.58733175736076,56.99391746889063,Medium,Yes,Active,Strong,Average
45.372864484752,76.36837173198559,64.80491597961245,64.69375205879436,56.67798923112371,54.930177625761715,Medium,No,Active,Strong,Average
69.58590012316546,70.10903440628057,62.64531373604297,63.81612695952707,67.43051712382335,61.88727139468837,High,No,Active,Moderate,Average
62.64283423602318,51.495791614254806,58.35348116462221,71.50503539762826,65.02970303311238,68.03659356490685,Low,Yes,Passive,Strong,Average
66.32945603670531,65.58582600311763,72.66710197247076,66.0714353843048,62.66954870917118,78.98114510482267,High,Yes,Active,Weak,Average
78.77740375403972,67.56225473936536,54.715555626969234,63.62960278405216,63.02812909082617,52.96222381316285,Medium,Yes,Active,Weak,Average
61.44367283483942,59.99896925015403,58.52850771045522,67.00862546603084,63.22831442374829,57.70174283123351,Low,Yes,Active,Weak,Average
54.0926793768339,52.12810401193667,57.94876749980146,53.86534323810492,63.0468808706545,68.41836971828664,Low,Yes,Active,Moderate,Average
58.24001605709189,57.61528886596316,57.15048393944078,83.96094576019951,47.02269916147515,76.03569274508367,Medium,Yes,Active,Strong,Average
62.23862524102131,51.616887396170476,58.37331648207925,55.7170613444284,61.982886149391675,55.942480201842834,Medium,Yes,Active,Strong,Average
55.76620933273972,68.5021663078796,62.479164973549146,58.9205720746558,50.84163179510336,64.4106514854619,Low,Yes,Passive,Moderate,Average
49.10811403502335,58.54207008756279,58.03767883906821,63.4432946452513,47.67586596881387,67.17055999376292,Low,No,Active,Moderate,Average
61.35432111313382,65.4579757668039,73.31731601578403,73.75788368201562,68.79363076884941,59.40111714475949,High,No,Passive,Moderate,Average
54.85720492107202,58.397573701121416,65.7728185615676,66.58323410779525,54.60396842445648,62.81169615248326,High,Yes,Active,Moderate,Average
47.120649326979525,65.70133474023478,58.53585033172332,70.47485923823994,65.97836260365133,58.925869656779824,Medium,No,Passive,Moderate,Average
60.83446316420724,58.92568696606047,62.69931034727691,76.02420628741892,75.55375698940887,58.518498011430786,Medium,Yes,Passive,Moderate,Average
56.47520609911947,57.652592450076085,71.28013034661839,61.5581392658269,62.40334314799051,57.761466502818294,Low,No,Passive,Weak,Average
50.74400175943103,66.52137887676928,76.92166319672249,40.08276041019155,38.74174997402352,55.70602960332203,Low,Yes,Passive,Weak,Below_Average
58.36372391146713,45.05805202018851,60.049308868084246,52.63846645736951,48.97668730094103,53.33591894441452,Medium,Yes,Active,Weak,Below_Average
55.916702058008326,36.52862794159975,59.92093610612696,60.35124461884052,71.25186827507507,53.6530880083187,Medium,Yes,Active,Weak,Below_Average
60.41014239372936,50.78524470994979,74.23007235439485,50.06273086348127,42.542162421131835,54.30807513850174,Medium,No,Passive,Weak,Below_Average
54.509089515956205,44.01982364648944,44.5752833304457,51.59250854458771,52.54379615039224,54.84638393897565,Medium,Yes,Passive,Moderate,Below_Average
62.77272232014195,42.379378797687615,54.26549851728675,65.4939231606754,51.501595633545854,65.68804478598268,Medium,Yes,Passive,Strong,Below_Average
58.3936525938236,58.90275424651335,56.10007984674253,64.8739507734351,66.67117997979334,50.520623599720594,Low,No,Passive,Weak,Below_Average
49.95832869550891,62.40632707379493,46.161729169145204,55.90831786032852,52.11368282929209,62.09486911792669,Low,Yes,Passive,Weak,Below_Average
48.17095681481435,40.193656320596915,48.593232834328624,47.50733672938891,64.99226125322367,49.319675047790355,Low,Yes,Active,Moderate,Below_Average
57.862025283609334,40.51419334165101,52.01662991021078,62.95714360017004,61.162573495384464,52.931234204842276,Low,Yes,Passive,Weak,Below_Average
63.93093898506934,42.20333589621461,51.59861678107731,57.91681430243263,58.34064561901404,55.92371008816965,Medium,Yes,Passive,Moderate,Below_Average
44.67640286079094,55.99460450417372,58.03895319280894,53.84029624340298,60.44202872404947,65.47577088501875,Low,Yes,Passive,Weak,Below_Average
60.97683284191463,60.17891990237163,63.95769678974215,55.041710252167015,38.75077865177612,36.91182884005138,Medium,Yes,Passive,Weak,Below_Average
53.098154410835676,54.611735649306354,62.58463209506882,61.68677228592763,49.578398519051,53.2269645293109,Low,Yes,Active,Strong,Below_Average
40.79926140287225,35.2498628142344,51.77647874143245,41.1205885832026,45.037129576240616,45.72899894255049,Medium,Yes,Active,Weak,Below_Average
56.67170182195542,47.73283161263437,60.383046355560566,66.25567145699951,40.6430323149307,36.633702962706174,High,Yes,Passive,Moderate,Below_Average
56.84781857415072,57.593664925286866,50.30572418672327,54.36477313288895,58.55876454353058,60.85888121095311,Low,Yes,Active,Moderate,Below_Average
46.765545297417376,58.50246415900332,58.80008202836349,58.37654355388701,46.58227774468869,59.465533807760146,Medium,Yes,Passive,Weak,Below_Average
46.46927537758505,58.93943143676521,53.79682493195824,54.82755022752486,39.98768647331839,67.13863312631675,Medium,Yes,Passive,Weak,Below_Average
55.635001249665486,46.477317856315366,62.41088076492043,44.07096274975331,64.59758315115593,51.812059549954874,Medium,No,Passive,Moderate,Below_Average
41.759899134708306,53.62880157943761,52.18349991403453,35.603116631553355,39.88893469455544,48.84825868277451,Low,No,Passive,Strong,Below_Average
56.528737872295956,36.94447702690899,58.521243659189295,60.57069592130631,59.16795787542879,40.323157217120766,Medium,Yes,Passive,Weak,Below_Average
66.2875856163012,58.84531126013631,48.23751847534949,66.15254885358756,50.40354567876236,72.01896947551538,Low,Yes,Passive,Moderate,Below_Average
65.01561817501795,52.57718289666487,49.5173950008843,65.0524990647057,64.59519879973749,54.49390030748067,Low,Yes,Active,Weak,Below_Average
39.950403800889326,45.724301306979584,60.77229818204302,57.8675923977659,40.19221785561743,50.09065284870164,Low,Yes,Passive,Moderate,Below_Average
63.024020974692355,64.28271090416696,58.77235425798236,49.58877631195112,45.71853373460695,57.9213927346603,Low,No,Passive,Moderate,Below_Average
40.82995942494671,45.72563353445441,51.582301083318804,58.23611272009306,66.9678934773415,48.8126672648274,Medium,No,Passive,Weak,Below_Average
58.81500948582084,52.23800147866051,60.938744229013295,39.396406092511256,70.9707078760343,56.24439961833064,Low,No,Passive,Strong,Below_Average
49.711629519588016,48.63629853914579,61.32536029121623,53.15796424829327,44.23898970495492,56.72903432421275,High,No,Passive,Weak,Below_Average
49.515380733375224,47.0657150452779,37.206880655208735,53.071369836324195,39.02027376402285,65.22821399330265,Medium,Yes,Passive,Weak,Below_Average
37.1569120852064,60.268084687679625,52.51112877895533,44.50575462183184,42.246148661538015,50.20026200992118,Low,Yes,Passive,Weak,Below_Average
61.963719955095954,59.40909696204815,53.885887926103806,71.10479123235102,61.24885532946267,53.613331615213546,Medium,Yes,Passive,Moderate,Below_Average
55.839744646215536,57.65803792411763,50.58770324398272,67.04173392537194,47.88961092796504,63.34804927933497,Low,Yes,Passive,Moderate,Below_Average
54.7280336309174,72.65858452204284,49.84916520785743,51.823011810015224,64.97910049291933,43.35858901473463,Low,Yes,Passive,Weak,Below_Average
68.20226198696334,59.21214169397869,63.959729799294536,51.00205763984942,48.20237979501223,67.08569970520773,Medium,Yes,Active,Weak,Below_Average
44.34032936830663,44.240299440649636,54.609959804511476,51.115846136708164,72.74520571908948,55.924625884654965,Medium,Yes,Passive,Weak,Below_Average
54.706137360309725,55.542981084858,65.49476072461398,42.566404065539196,45.697511563038844,56.84381201240585,High,Yes,Passive,Weak,Below_Average
71.49694851423982,53.22396829034167,82.38566626047518,55.139745258730386,68.78132053750252,61.02826619581141,Low,No,Passive,Weak,Below_Average
47.20722333603593,53.34225207565263,65.89428888660876,41.65329190551056,59.96674337290807,58.20984213139508,Medium,Yes,Passive,Weak,Below_Average
61.96875538616254,61.54615658655414,53.92802690512619,58.041090855876135,64.96988778331789,61.17439587726948,Medium,Yes,Passive,Strong,Below_Average
73.2130717189027,42.24663026948227,62.2401128440304,57.66350444782932,54.30403106468643,45.0207312872066,High,Yes,Passive,Weak,Below_Average
53.31400682771512,63.95763421614923,58.84303910977924,28.057984645740415,53.66177399099506,57.741915723752236,Medium,No,Passive,Weak,Below_Average
64.74158194214371,58.11954550405359,40.77064582365308,40.222724415282634,55.692468660542566,54.58497317352422,Medium,Yes,Active,Weak,Below_Average
58.77848260723623,54.947705870242125,62.641754721963686,71.90854096830026,63.30021718671867,61.858542758831504,Medium,No,Passive,Weak,Below_Average
52.33928194131687,61.21908218398961,64.50778111432298,56.850813714609814,60.75589590467776,49.341378445294026,Medium,No,Passive,Moderate,Below_Average
61.76851707521531,49.749856581318866,67.6662989769059,48.56004348012059,51.35791672001953,68.03585232689285,Low,No,Active,Weak,Below_Average
60.89869615170014,66.4085267848186,39.89161368388625,51.31456707627458,40.67386635293581,54.732818599031276,High,No,Active,Weak,Below_Average
47.0579139490654,66.16346228272239,42.034035023786466,46.48593816500349,48.63366207309889,50.65253819288469,Medium,No,Passive,Strong,Below_Average
54.21048278440647,60.473914539667554,68.49535933094579,59.307836115581246,49.19151645800205,57.12149468842483,Low,No,Active,Weak,Below_Average
55.76623361923072,43.429489522643905,56.20613642908984,62.47751676651106,60.80575597068804,51.056732745158264,Low,No,Passive,Weak,Below_Average
55.69035110975301,50.16409011172882,44.1716547931397,20.90632391521794,45.022942435801404,35.76274662472432,Low,Yes,Active,Weak,Poor
41.155814252674894,31.368729210724993,44.522647280963774,55.19500477621342,33.82661709503036,49.19923289115986,Medium,No,Active,Weak,Poor
54.948420797331465,14.640391200643993,42.887688064427216,55.5261169410707,48.63669686967143,45.15297892975414,Low,Yes,Passive,Weak,Poor
39.13388613502201,47.072579392770756,41.50679938805173,39.095834763124195,42.20840357502705,38.978633162422284,Medium,Yes,Active,Weak,Poor
52.590598343761144,38.57539943422741,40.28686137690901,46.45796379398671,42.63053379119672,29.950922576891834,Medium,Yes,Passive,Moderate,Poor
36.85057885792969,38.32570812572505,44.15319647606582,47.20566345087453,44.846921817354975,47.58806553882593,Medium,No,Passive,Weak,Poor
50.29304080332533,50.613787218699564,66.72144856509271,62.52060112286404,47.4472648346762,57.43480858970776,Low,Yes,Passive,Weak,Poor
52.09716335337096,45.026069918520555,58.29597303803628,39.326419238230855,62.74771207611417,42.6821391808967,Low,Yes,Active,Weak,Poor
47.05909074834688,49.974227987100846,43.25171955818115,44.51522284932048,42.46054780466537,58.717386427583776,Medium,Yes,Active,Moderate,Poor
68.31186297351495,59.98846292284625,12.62628087544637,45.646325188947245,50.669910053217365,31.828723211860634,Low,No,Passive,Moderate,Poor
51.02429361133755,61.10320814120588,43.404537559673486,42.66622336588196,41.85736353464445,49.68644693969394,Low,Yes,Passive,Weak,Poor
46.77871357263125,35.43256320114937,36.46181145014259,43.9885454312641,25.219713827428187,47.02447620532766,Medium,Yes,Passive,Weak,Poor
42.658492937970564,51.3852219329776,67.47060826252526,45.30722843908885,58.930552843615395,52.28662836986109,Medium,Yes,Passive,Moderate,Poor
48.97672043006183,53.806079780088254,43.83582902324641,49.108479426412714,62.811111384879695,45.65128146940247,Low,Yes,Passive,Weak,Poor
49.21634384702768,61.37784074172704,61.79637596589318,39.00176302867806,49.246855820737096,46.93599986642376,Low,Yes,Active,Strong,Poor
51.20390109643229,52.87854141578341,68.43189330872082,49.33710643434662,63.739024203523186,50.281704059175894,Medium,No,Passive,Weak,Poor
27.38481983888486,63.29330746424884,45.789340193252336,43.85945265312629,43.272903568439595,54.55215563200615,Low,No,Passive,Weak,Poor
52.0416977542966,45.113877984685594,33.29449976277085,56.83861762564845,54.33140478695686,72.87099420250868,Medium,No,Passive,Moderate,Poor
46.60647343279366,49.492046414566744,51.80004042952143,54.54038687195625,50.72470179309004,50.40403839611396,Medium,No,Active,Moderate,Poor
50.0039433010913,48.806154419577915,31.290156077741756,55.163639070821944,31.158518049309052,56.657510254459645,Low,Yes,Passive,Weak,Poor
58.15453223572011,46.036289027926166,58.394774260140466,50.47786883715399,47.00246397693865,32.33310067901749,Low,Yes,Passive,Moderate,Poor
47.94336073493163,36.19774505297423,36.72542293670072,46.634872127972706,43.84736874000729,47.45119800071663,Low,Yes,Passive,Moderate,Poor
45.48666196566142,43.70626998508299,31.889659203873663,39.873778343261925,46.70778488383448,37.65437239054953,Low,No,Passive,Weak,Poor
47.77442856130531,43.2606169185797,51.462166951780844,47.67464750897926,31.551698190896754,33.45429833831889,Medium,Yes,Passive,Weak,Poor
45.76288794024141,55.20815894745659,32.83597256732365,20.39367130958109,21.32504036013765,27.747420928967514,Medium,No,Passive,Moderate,Poor
51.46133043487549,42.693640456480495,39.128074466707076,43.34273377333417,50.90719686860068,38.63908620071068,Low,Yes,Passive,Weak,Poor
28.34487022665061,33.05094118464564,44.80021473508136,39.005732930578205,45.01268569231518,44.634020452115806,Medium,Yes,Passive,Strong,Poor
44.85046466752726,56.05214111515072,38.1270032131946,45.84505499323304,34.89000418250836,38.306108745048604,Medium,No,Passive,Moderate,Poor
44.98209064786472,50.0446882085552,34.71949639510032,39.09605058493772,28.98058404264837,29.311189893747756,Low,Yes,Active,Weak,Poor
30.10576068147885,31.832938825100122,48.78242685134402,44.21475101994597,25.54632683996194,40.82557835424485,Medium,Yes,Passive,Moderate,Poor
35.815903011704435,72.77232714620689,50.81429247571202,33.745462687444544,29.46396686550872,40.9868684629167,Low,No,Passive,Moderate,Poor
34.45770445701076,65.53538973622801,45.119023839381626,61.08237932773901,50.545953318859084,41.65241287351814,Low,No,Active,Weak,Poor
38.22095530349049,47.0892750907199,61.2217771165586,45.00178937955329,49.473071210399866,40.57522207517653,Medium,Yes,Passive,Moderate,Poor
55.92738905240642,49.14602986772697,63.224074846064916,66.25054722085835,52.26519472975341,57.294273255743846,Medium,No,Active,Moderate,Poor
23.071404829896814,24.87738044693763,38.408432106523406,48.4878715821822,41.65035807863091,52.76220493302414,Low,Yes,Passive,Weak,Poor
44.193914319631745,29.79053004115275,30.425554029490858,52.274955900301094,33.76823463142081,49.94009399276691,Low,Yes,Active,Moderate,Poor
40.89094322225133,30.782846758615833,54.90322914866182,52.1522231733492,54.91856537901803,54.4315340822362,Low,Yes,Passive,Weak,Poor
69.36185895116073,40.33588909474926,31.771036530089248,68.70386009912457,34.05601346849664,41.08205402881275,Medium,No,Active,Moderate,Poor
49.436739487183715,56.93997787385531,52.837861754242795,51.20572808267417,42.397319027089694,45.924485458286036,Medium,Yes,Active,Weak,Poor
45.09932508191266,50.94114208567283,42.89142613424158,48.68754036110495,33.053937611994925,42.843211121275424,Low,Yes,Passive,Weak,Poor
